gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
Male,0,Yes,Yes,39,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,52.11,2129.04,0
Female,1,Yes,No,38,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,26.37,989.71,0
Male,0,Yes,No,0,Yes,Yes,No,Yes,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),99.84,0.0,0
Male,0,Yes,No,10,No,Yes,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),64.36,714.29,0
Male,0,Yes,No,56,Yes,No,DSL,No,Yes,No,No internet service,No,No,Two year,Yes,Mailed check,88.85,4908.37,0
Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,118.6,5835.16,0
Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Mailed check,81.64,1782.69,0
Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.02,2254.4,1
Male,1,Yes,Yes,41,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),76.9,3214.21,1
Male,0,No,Yes,6,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,20.88,85.94,1
Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Electronic check,103.24,1518.19,1
Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,105.16,6242.34,0
Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,85.92,175.36,0
Male,0,No,No,0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.54,0.0,1
Male,0,Yes,No,47,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.37,3046.85,0
Male,1,No,No,11,No,No,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,113.16,1223.78,1
Male,0,No,No,68,No,Yes,No,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.03,3554.46,0
Female,1,Yes,No,36,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,105.53,3841.41,0
Female,0,No,Yes,31,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,71.65,2224.19,0
Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),91.38,774.93,0
Female,0,Yes,No,18,Yes,No,No,No,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),57.64,1017.76,0
Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,72.53,3443.89,0
Male,0,No,No,2,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,83.1,157.25,0
Female,1,Yes,Yes,19,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),37.5,719.61,0
Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),78.22,1770.25,0
Female,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),18.0,1022.0,0
Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),51.95,1599.26,0
Male,0,Yes,No,23,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.32,1979.67,1
Male,0,No,Yes,71,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.61,7445.35,0
Male,0,Yes,Yes,35,No,Yes,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Electronic check,84.18,3010.1,0
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,28.29,1004.57,1
Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),100.99,2384.14,0
Female,0,Yes,No,17,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),35.83,634.81,0
Male,0,No,Yes,65,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.43,5780.45,1
Female,0,No,No,53,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,36.82,2010.96,1
Female,0,Yes,No,34,No,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,46.8,1520.74,1
Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),41.31,2544.39,0
Male,0,No,No,40,Yes,No,No,No,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,74.17,2921.73,0
Female,0,No,No,32,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,64.13,2118.89,0
Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,85.27,5632.32,0
Female,0,No,No,32,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),69.44,2166.38,0
Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,24.46,404.03,1
Female,0,Yes,Yes,20,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.27,1654.2,1
Female,0,Yes,No,47,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),18.0,851.02,1
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),43.48,809.66,0
Male,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,59.08,412.76,0
Female,0,No,No,6,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,57.0,362.74,1
Male,0,No,Yes,66,No,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,20.58,1383.52,0
Female,1,No,Yes,16,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.13,1763.34,0
Female,0,Yes,No,32,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,119.44,3725.31,1
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),137.52,6436.25,1
Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,104.43,5979.19,0
Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,No,Electronic check,58.14,1259.23,1
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,57.62,1689.42,1
Female,0,No,No,37,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.96,2064.96,1
Male,0,No,No,50,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Mailed check,129.57,6465.96,1
Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,66.53,3624.4,1
Male,0,No,No,7,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,One year,No,Mailed check,108.08,813.88,0
Female,0,No,No,26,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,105.74,2759.51,0
Male,0,No,No,26,Yes,No,No,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),75.69,1941.04,0
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),26.45,593.5,0
Male,0,Yes,No,29,Yes,Yes,No,No,No,No internet service,No,No,No,One year,No,Electronic check,67.18,1953.75,0
Female,1,No,No,27,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.41,1976.65,1
Male,0,Yes,No,63,Yes,Yes,No,Yes,No,No,No,No,No,One year,No,Credit card (automatic),108.34,6795.89,0
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Two year,No,Credit card (automatic),70.58,4832.53,0
Female,0,No,No,60,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),33.74,2072.02,0
Female,0,Yes,Yes,47,No,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,99.64,4714.86,0
Male,0,No,Yes,18,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.17,1169.94,0
Male,0,No,No,3,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,38.79,0
Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,79.75,2684.29,0
Male,0,No,No,63,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,One year,Yes,Mailed check,85.02,5363.69,0
Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),44.71,2141.98,1
Male,0,Yes,No,16,Yes,No,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),64.24,977.8,1
Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,89.73,3856.78,0
Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,No,Electronic check,79.95,2353.05,0
Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,23.12,1020.88,0
Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,107.61,617.41,1
Male,0,No,No,36,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,121.19,4300.25,0
Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),54.69,1216.66,0
Female,0,No,Yes,45,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),18.0,781.36,0
Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),93.13,4883.88,1
Male,0,Yes,No,59,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.81,2949.41,0
Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),86.06,5291.42,0
Female,0,Yes,No,31,No,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,136.07,4124.56,1
Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),23.61,696.18,0
Female,1,Yes,No,66,No,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),46.1,2954.94,0
Female,0,Yes,Yes,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.17,1134.56,1
Female,0,No,Yes,24,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),108.75,2557.05,0
Male,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),176.67,9397.54,1
Female,1,Yes,No,57,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),77.41,4439.56,0
Female,0,No,No,66,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),21.03,1447.56,0
Male,0,Yes,No,45,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,59.63,2647.62,0
Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,46.75,1095.49,0
Female,0,Yes,No,31,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),91.65,2847.23,0
Male,0,No,No,46,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.31,3746.48,0
Male,0,Yes,No,22,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,38.75,851.55,0
Female,0,No,No,65,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),45.0,2967.1,1
Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),59.2,1575.83,1
Female,1,No,No,1,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.82,62.69,1
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,68.73,1076.71,0
Male,0,No,No,32,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,71.47,2258.32,1
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),107.05,858.17,1
Male,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,58.11,2451.71,1
Female,0,No,No,47,Yes,No,No,Yes,No internet service,No,Yes,No,No,Two year,No,Mailed check,53.69,2518.86,0
Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,29.84,1069.33,0
Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,63.28,2579.25,0
Male,0,Yes,No,25,Yes,No,DSL,Yes,No internet service,No,No,No,No,One year,No,Mailed check,77.69,1915.9,0
Male,0,Yes,No,49,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,18.28,896.47,0
Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),59.73,1560.33,0
Male,1,No,No,23,Yes,Yes,No,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,104.81,2432.14,0
Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,89.45,1136.51,1
Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),81.2,4756.6,0
Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,88.64,532.93,0
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Electronic check,52.79,3017.67,0
Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),48.79,1628.63,0
Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),108.16,4747.37,0
Female,0,No,No,19,No,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,94.86,1833.37,0
Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),47.61,3043.41,0
Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,One year,No,Mailed check,18.0,97.61,0
Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.23,697.86,0
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),86.31,1137.8,0
Female,0,No,Yes,14,No,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,No,Bank transfer (automatic),50.25,624.98,0
Female,0,Yes,No,65,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,79.9,5199.73,0
Female,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),112.59,3526.58,0
Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,67.21,4148.91,0
Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),77.02,3773.0,1
Male,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),90.55,2147.6,0
Female,0,No,No,57,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,37.54,2133.59,1
Female,1,Yes,No,62,No,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),46.81,2848.39,1
Male,0,Yes,No,61,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,91.78,5600.11,0
Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),71.11,1501.91,1
Male,0,No,Yes,57,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),73.65,4258.18,0
Female,0,Yes,Yes,57,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),71.0,4038.75,1
Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.35,4774.39,0
Female,0,No,No,51,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),83.07,4209.02,0
Female,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),83.46,3398.0,0
Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,106.67,7395.44,0
Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),118.2,1643.08,1
Male,1,No,No,53,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),137.31,7318.76,0
Female,0,No,No,59,No,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.63,3102.83,0
Female,0,No,No,7,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,144.08,951.37,0
Male,1,Yes,Yes,52,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),37.1,1894.55,1
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),128.06,7676.46,0
Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.98,198.9,1
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),67.93,4470.54,0
Male,0,No,No,5,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,70.56,295.88,1
Female,0,Yes,No,46,No,No,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.99,1987.9,0
Female,1,Yes,No,54,Yes,No,No,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,72.6,3875.74,0
Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),45.54,1721.1,1
Male,1,No,Yes,51,Yes,No,No,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),32.95,1753.57,0
Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),68.84,1065.83,0
Male,0,Yes,No,12,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,Two year,No,Electronic check,117.7,1402.41,0
Female,0,Yes,No,29,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.38,1779.66,1
Male,0,No,No,18,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,98.23,1760.06,0
Male,1,No,No,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,44.63,803.12,1
Female,0,No,Yes,62,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,31.5,1909.75,0
Male,0,Yes,No,18,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.62,1426.3,1
Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),122.67,7025.56,0
Female,0,No,Yes,54,Yes,Yes,No,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,76.27,4168.99,0
Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),94.8,5855.38,0
Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,114.85,2509.08,1
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),68.9,534.11,0
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),65.44,820.45,0
Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),84.16,0.0,0
Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),89.5,5097.25,0
Female,0,No,No,0,Yes,No,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,28.03,0.0,0
Male,0,No,Yes,33,Yes,No,DSL,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,78.87,2580.91,0
Female,0,No,No,47,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.98,3304.12,0
Male,0,No,Yes,0,Yes,No,No,Yes,Yes,No,No,No,No,Two year,No,Mailed check,46.31,0.0,0
Female,0,No,No,15,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,67.91,1060.36,1
Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,35.04,2053.15,1
